NM,FQ,FM,LQ
9856,9641,11618,11433
9582,9966,11762,11003
9506,10428,11678,10516
9640,10924,11404,10053
9966,11357,10996,9694
10424,11655,10518,9507
10931,11768,10052,9533
11389,11665,9692,9776
11707,11344,9526,10191
11812,10859,9597,10698
11664,10323,9883,11198
11280,9870,10306,11590
10745,9601,10774,11781
10198,9546,11209,11720
9771,9687,11548,11420
9541,9985,11731,10962
9524,10400,11702,10462
9695,10882,11445,10023
10016,11358,11000,9716
10447,11718,10474,9573
10942,11846,10002,9604
11423,11683,9689,9815
11771,11276,9577,10199
11858,10756,9654,10709
11639,10257,9893,11233
11185,9865,10263,11624
10646,9618,10721,11775
10159,9536,11193,11669
9796,9640,11575,11362
9588,9938,11764,10947
9546,10400,11705,10504
9683,10947,11412,10089
10006,11448,10966,9754
10491,11765,10472,9561
11045,11821,10022,9574
11527,11617,9693,9820
11796,11225,9539,10258
11792,10733,9595,10777
11547,10233,9855,11249
11143,9813,10270,11579
10664,9549,10756,11720
10188,9490,11218,11663
9792,9648,11569,11416
9550,9999,11745,11012
9521,10478,11705,10521
9719,10999,11439,10044
10109,11462,10983,9692
10606,11764,10436,9545
11101,11823,9937,9620
11504,11608,9609,9883
11742,11174,9508,10277
11765,10644,9618,10739
11557,10146,9894,11200
11152,9775,10281,11576
10641,9573,10732,11774
10142,9551,11196,11725
9767,9702,11594,11431
9580,10022,11816,10967
9598,10489,11760,10459
9798,11036,11414,10018
10145,11528,10883,9711
10597,11807,10334,9568
11086,11790,9898,9607
11510,11513,9629,9835
11758,11085,9534,10234
11760,10616,9608,10742
11520,10182,9851,11250
11109,9831,10251,11633
10628,9600,10766,11795
10174,9536,11295,11705
9815,9685,11696,11400
9603,10057,11842,10956
9580,10583,11699,10456
9771,11126,11328,9989
10148,11541,10839,9644
10635,11742,10334,9492
11122,11716,9895,9567
11503,11493,9593,9850
11711,11120,9479,10285
11716,10659,9581,10786
11522,10187,9889,11265
11151,9795,10351,11632
10663,9568,10875,11810
10154,9558,11355,11736
9748,9767,11692,11405
9546,10146,11811,10895
9582,10617,11680,10343
9820,11097,11317,9886
10190,11499,10806,9604
10624,11736,10274,9517
11065,11747,9838,9614
11456,11520,9579,9874
11721,11112,9524,10275
11776,10623,9662,10781
11570,10163,9965,11307
11130,9816,10393,11714
10580,9622,10896,11861
10077,9604,11382,11695
9732,9771,11728,11290
9577,10119,11823,10785
9602,10602,11638,10301
9791,11116,11240,9906
10127,11534,10747,9635
10580,11752,10272,9515
11082,11731,9887,9580
11526,11496,9636,9853
11790,11113,9550,10318
11786,10657,9658,10885
11518,10197,9970,11403
11069,9807,10444,11729
10553,9569,10978,11792
10073,9549,11434,11611
9709,9761,11704,11251
9519,10157,11746,10790
9537,10644,11577,10306
9761,11124,11241,9879
10156,11508,10794,9589
10650,11734,10309,9494
11149,11757,9875,9620
11557,11553,9591,9949
11787,11144,9530,10414
11780,10615,9704,10928
11518,10099,10059,11390
11049,9721,10509,11701
10490,9548,10968,11783
9984,9584,11368,11611
9642,9798,11648,11230
9509,10152,11747,10743
9579,10605,11620,10260
9822,11099,11271,9874
10197,11544,10771,9637
10666,11815,10252,9568
11170,11811,9841,9677
11609,11522,9616,9967
11849,11044,9590,10416
11793,10520,9740,10948
11451,10064,10037,11428
10944,9733,10452,11719
10419,9557,10928,11755
9983,9555,11376,11554
9687,9745,11687,11193
9549,10124,11772,10758
9585,10641,11604,10320
9806,11188,11231,9930
10211,11622,10748,9647
10744,11825,10261,9538
11283,11757,9854,9656
11678,11457,9596,9997
11823,11009,9533,10485
11704,10502,9683,10994
11381,10029,10020,11410
10938,9672,10477,11663
10452,9495,10966,11721
10001,9535,11390,11582
9664,9784,11674,11260
9512,10202,11760,10805
9585,10713,11619,10301
9879,11221,11257,9865
10328,11623,10740,9599
10833,11823,10194,9552
11294,11756,9761,9715
11628,11431,9533,10042
11776,10939,9531,10471
11699,10412,9720,10942
11399,9965,10051,11380
10935,9668,10472,11692
10416,9544,10940,11790
9960,9598,11392,11627
9663,9825,11729,11241
9568,10216,11833,10740
9669,10733,11637,10249
9936,11275,11186,9861
10334,11684,10628,9623
10811,11831,10120,9558
11284,11688,9757,9679
11643,11332,9565,9989
11787,10879,9544,10448
11680,10422,9692,10974
11356,10020,10010,11443
10903,9715,10473,11739
10424,9550,11014,11789
10002,9576,11504,11595
9700,9829,11799,11215
9566,10283,11811,10732
9637,10834,11552,10233
9917,11330,11116,9809
10354,11653,10611,9546
10852,11753,10126,9496
11302,11638,9741,9668
11614,11347,9517,10027
11738,10929,9499,10502
11658,10451,9698,11006
11383,10001,10085,11449
10948,9673,10588,11744
10431,9539,11104,11814
9950,9629,11530,11616
9626,9921,11774,11186
9532,10348,11782,10638
9665,10830,11540,10118
9968,11285,11099,9736
10371,11626,10565,9542
10815,11771,10065,9538
11245,11677,9703,9709
11594,11363,9533,10034
11781,10904,9567,10491
11723,10414,9782,11024
11399,9996,10145,11518
10888,9711,10614,11820
10340,9591,11123,11820
9899,9652,11561,11529
9638,9902,11801,11063
9564,10319,11768,10561
9661,10829,11479,10114
9917,11316,11028,9771
10311,11658,10534,9562
10801,11774,10092,9520
11296,11655,9761,9677
11676,11346,9578,10043
11827,10921,9574,10571
11698,10450,9775,11135
11333,10007,10170,11577
10839,9673,10684,11785
10327,9528,11194,11733
9890,9614,11573,11466
9598,9915,11744,11055
9498,10363,11693,10575
9610,10859,11449,10107
9918,11307,11059,9733
10368,11632,10585,9524
10879,11777,10106,9527
11351,11702,9725,9749
11690,11396,9535,10147
11818,10914,9583,10644
11693,10370,9846,11144
11326,9904,10251,11548
10799,9615,10710,11764
10248,9538,11148,11734
9808,9656,11505,11462
9558,9935,11716,11023
9518,10339,11722,10527
9669,10821,11495,10079
9975,11313,11064,9755
10399,11699,10537,9589
10895,11855,10051,9596
11387,11715,9716,9785
11751,11321,9580,10150
11862,10803,9634,10649
11666,10301,9850,11174
11233,9897,10202,11582
10705,9633,10653,11763
10213,9531,11132,11690
9837,9612,11535,11412
9608,9890,11756,11013
9544,10341,11731,10569
9661,10891,11464,10142
9969,11408,11026,9789
10444,11748,10528,9572
10998,11826,10065,9560
11486,11644,9715,9783
11773,11266,9537,10202
11794,10781,9570,10711
11578,10280,9808,11189
11196,9850,10208,11540
10727,9569,10691,11713
10247,9486,11165,11688
9836,9622,11539,11467
9572,9956,11743,11077
9519,10426,11731,10583
9697,10948,11486,10091
10071,11421,11038,9720
10555,11743,10487,9549
11047,11825,9975,9601
11457,11634,9628,9841
11714,11220,9504,10218
11767,10700,9592,10672
11592,10200,9849,11141
11211,9817,10224,11541
10709,9594,10676,11771
10202,9550,11150,11756
9808,9680,11569,11482
9599,9982,11816,11026
9593,10438,11785,10512
9771,10983,11457,10058
10099,11483,10935,9733
10538,11782,10385,9568
11023,11795,9937,9584
11458,11546,9651,9789
11733,11138,9533,10173
11770,10677,9586,10677
11562,10240,9811,11197
11170,9875,10202,11604
10694,9624,10715,11797
10229,9537,11254,11734
9850,9663,11672,11446
9614,10015,11841,11006
9569,10528,11721,10502
9736,11069,11369,10024
10095,11494,10892,9664
10570,11719,10388,9493
11057,11724,9940,9544
11455,11531,9619,9805
11692,11180,9482,10226
11731,10726,9562,10727
11565,10247,9854,11217
11212,9838,10306,11607
10724,9588,10828,11811
10203,9555,11313,11760
9777,9740,11664,11444
9553,10098,11807,10940
9565,10557,11700,10390
9780,11035,11361,9925
10132,11451,10866,9626
10558,11717,10334,9518
11005,11761,9887,9593
11412,11567,9606,9834
11706,11176,9528,10223
11794,10689,9646,10727
11613,10219,9931,11263
11186,9853,10347,11688
10636,9637,10843,11858
10122,9593,11334,11715
9758,9737,11695,11328
9581,10065,11817,10835
9583,10535,11664,10352
9751,11051,11292,9950
10071,11489,10812,9662
10518,11739,10334,9521
11027,11753,9934,9564
11491,11543,9662,9818
11782,11173,9553,10269
11806,10716,9639,10833
11558,10244,9932,11357
11120,9836,10392,11699
10605,9577,10918,11787
10116,9534,11379,11632
9736,9722,11670,11295
9525,10098,11744,10847
9520,10578,11607,10364
9724,11064,11296,9928
10105,11469,10861,9620
10595,11725,10371,9501
11104,11778,9920,9604
11528,11597,9614,9912
11780,11197,9529,10364
11796,10665,9680,10872
11554,10139,10015,11339
11099,9746,10448,11669
10544,9554,10902,11779
10032,9567,11312,11638
9672,9760,11615,11284
9516,10097,11748,10808
9564,10543,11654,10324
9788,11045,11328,9924
10153,11509,10837,9665
10618,11808,10309,9574
11126,11831,9880,9658
11578,11561,9632,9927
11838,11091,9581,10360
11807,10567,9707,10886
11490,10103,9985,11374
10999,9759,10387,11689
10478,9564,10862,11758
10033,9541,11323,11590
9719,9709,11661,11252
9560,10071,11780,10826
9574,10582,11643,10382
9776,11139,11287,9976
10168,11591,10808,9671
10695,11817,10311,9538
11235,11772,9888,9631
11642,11491,9607,9950
11809,11054,9521,10422
11718,10552,9647,10929
11423,10074,9965,11359
10997,9702,10414,11638
10515,9506,10905,11730
10055,9522,11346,11622
9698,9751,11657,11319
9523,10154,11773,10868
9574,10661,11655,10356
9849,11173,11308,9903
10282,11591,10793,9615
10779,11811,10240,9546
11239,11768,9792,9685
11587,11467,9543,9991
11761,10991,9518,10407
11716,10469,9686,10878
11447,10015,10000,11331
11001,9701,10416,11672
10481,9557,10888,11803
10012,9589,11354,11669
9693,9795,11715,11296
9575,10170,11846,10795
9653,10679,11671,10295
9900,11223,11234,9892
10280,11647,10680,9636
10747,11819,10167,9548
11224,11705,9790,9647
11601,11376,9577,9936
11778,10938,9534,10384
11706,10483,9663,10912
11409,10073,9966,11400
10968,9751,10423,11724
10486,9563,10968,11803
10049,9566,11471,11631
9725,9796,11786,11262
9567,10234,11819,10780
9615,10775,11583,10275
9872,11275,11164,9839
10293,11615,10666,9558
10785,11744,10178,9486
11243,11661,9779,9635
11578,11397,9534,9975
11734,10994,9492,10443
11686,10517,9672,10952
11434,10055,10045,11412
11010,9705,10542,11730
10488,9548,11059,11824
9990,9615,11492,11647
9645,9884,11754,11229
9528,10292,11787,10686
9637,10766,11572,10162
9919,11227,11153,9769
10309,11588,10629,9556
10750,11767,10122,9530
11191,11708,9742,9680
11565,11418,9550,9989
11782,10970,9561,10438
11754,10476,9757,10973
11450,10043,10105,11481
10944,9737,10565,11803
10390,9594,11070,11827
9935,9632,11516,11557
9655,9858,11778,11109
9558,10256,11777,10613
9633,10761,11518,10164
9869,11259,11088,9809
10252,11627,10600,9581
10741,11777,10149,9517
11249,11689,9800,9651
11654,11401,9593,10001
11832,10980,9567,10520
11727,10503,9747,11084
11379,10046,10123,11537
10891,9693,10626,11765
10376,9526,11134,11739
9927,9588,11526,11499
9616,9867,11724,11107
9493,10300,11706,10635
9584,10794,11491,10164
9874,11256,11121,9774
10316,11606,10651,9544
10828,11782,10162,9524
11312,11733,9760,9724
11670,11444,9546,10104
11821,10966,9570,10590
11718,10416,9811,11088
11370,9938,10197,11504
10852,9633,10644,11744
10302,9534,11085,11744
9849,9630,11458,11503
9579,9888,11698,11085
9516,10279,11739,10594
9646,10761,11541,10138
9937,11266,11127,9796
10352,11677,10599,9607
10849,11860,10100,9590
11348,11742,9745,9756
11728,11362,9585,10102
11860,10851,9614,10588
11691,10345,9808,11113
11280,9932,10143,11537
10764,9652,10586,11748
10270,9529,11070,11710
9881,9587,11494,11461
9631,9846,11747,11076
9546,10285,11755,10634
9642,10836,11511,10198
9933,11365,11085,9824
10398,11727,10583,9584
10949,11828,10107,9548
11441,11667,9738,9748
11744,11306,9538,10147
11792,10830,9547,10646
11605,10330,9763,11129
11247,9891,10148,11500
10791,9591,10628,11704
10309,9486,11111,11712
9883,9600,11506,11518
9596,9915,11739,11139
9519,10376,11755,10643
9676,10896,11530,10138
10032,11378,11091,9748
10503,11718,10537,9556
10990,11823,10016,9583
11405,11658,9651,9801
11683,11266,9504,10159
11767,10757,9570,10606
11625,10256,9808,11082
11269,9861,10172,11503
10776,9620,10621,11766
10263,9553,11104,11783
9851,9661,11541,11531
9619,9943,11814,11081
9589,10388,11806,10563
9745,10928,11498,10097
10053,11436,10986,9756
10477,11754,10437,9571
10959,11795,9980,9564
11404,11577,9675,9748
11704,11191,9537,10114
11776,10740,9568,10613
11601,10300,9775,11142
11231,9922,10154,11574
10759,9650,10666,11796
10285,9539,11213,11758
9887,9643,11646,11486
9629,9974,11835,11054
9559,10472,11739,10548
9702,11009,11409,10062
10040,11445,10946,9687
10503,11693,10445,9496
10991,11731,9988,9523
11406,11568,9648,9764
11671,11238,9490,10170
11743,10793,9547,10670
11605,10309,9821,11170
11269,9883,10262,11580
10784,9610,10781,11807
10252,9553,11269,11778
9809,9714,11632,11480
9561,10052,11795,10987
9550,10494,11718,10438
9741,10972,11405,9966
10076,11400,10927,9652
10494,11694,10397,9524
10944,11773,9938,9576
11369,11610,9637,9797
11691,11238,9535,10174
11810,10753,9632,10673
11655,10274,9899,11216
11241,9889,10302,11659
10690,9652,10790,11850
10167,9585,11282,11731
9786,9705,11658,11366
9587,10013,11806,10886
9567,10469,11686,10406
9714,10986,11342,9996
10019,11442,10876,9693
10459,11723,10397,9531
10973,11771,9984,9550
11455,11588,9691,9783
11772,11231,9558,10222
11822,10773,9622,10780
11596,10290,9895,11309
11169,9866,10338,11666
10657,9587,10857,11777
10161,9521,11323,11651
9766,9685,11633,11339
9534,10042,11737,10906
9506,10513,11634,10426
9689,11004,11349,9980
10057,11429,10926,9653
10543,11714,10433,9511
11057,11797,9966,9591
11497,11637,9638,9878
11769,11248,9528,10314
11808,10715,9656,10814
11588,10181,9969,11285
11149,9774,10387,11632
10601,9562,10836,11772
10082,9552,11255,11664
9706,9723,11581,11337
9528,10043,11746,10874
9553,10482,11687,10388
9759,10989,11385,9975
10111,11472,10901,9697
10570,11798,10366,9581
11081,11847,9919,9642
11544,11594,9650,9887
11823,11136,9575,10304
11816,10615,9676,10822
11526,10146,9934,11317
11054,9789,10322,11657
10538,9576,10795,11759
10087,9529,11269,11624
9756,9675,11634,11309
9575,10020,11787,10892
9565,10526,11679,10443
9749,11088,11341,10022
10127,11557,10866,9695
10646,11805,10362,9537
11187,11782,9922,9607
11603,11522,9621,9904
11791,11100,9511,10360
11730,10603,9615,10863
11463,10122,9913,11305
11057,9737,10351,11611
10581,9520,10845,11736
10111,9512,11303,11658
9735,9720,11638,11376
9536,10109,11781,10931
9564,10608,11689,10410
9819,11124,11357,9940
10237,11553,10847,9633
10721,11796,10288,9540
11182,11778,9826,9657
11543,11501,9557,9941
11743,11045,9508,10343
11732,10529,9654,10814
11492,10068,9954,11280
11065,9739,10361,11649
10548,9573,10836,11813
10065,9582,11317,11705
9727,9767,11698,11348
9584,10126,11852,10849
9638,10626,11700,10341
9863,11170,11280,9925
10225,11606,10733,9650
10683,11803,10216,9541
11162,11721,9826,9617
11557,11419,9594,9885
11765,10999,9529,10320
11729,10547,9637,10851
11460,10129,9924,11356
11032,9789,10375,11706
10548,9579,10921,11814
10096,9557,11435,11663
9751,9766,11767,11306
9570,10184,11823,10827
9594,10715,11610,10318
9829,11217,11211,9872
10232,11574,10724,9573
10717,11733,10233,9479
11184,11683,9820,9605
11541,11446,9554,9927
11729,11058,9490,10385
11713,10583,9648,10898
11484,10109,10007,11373
11069,9740,10495,11713
10543,9559,11011,11830
10032,9601,11451,11673
9667,9846,11730,11270
9527,10236,11788,10735
9610,10702,11602,10210
9872,11167,11207,9805
10248,11549,10693,9574
10687,11760,10181,9527
11137,11736,9784,9655
11533,11472,9570,9947
11780,11035,9559,10385
11782,10537,9734,10922
11497,10090,10066,11440
10999,9764,10514,11781
10442,9598,11015,11829
9974,9611,11468,11585
9673,9816,11751,11155
9554,10197,11780,10669
9607,10694,11554,10217
9825,11200,11147,9850
10197,11592,10667,9603
10684,11777,10208,9516
11204,11720,9840,9629
11630,11451,9612,9960
11834,11038,9561,10469
11752,10556,9720,11031
11421,10085,10077,11493
10942,9715,10566,11740
10427,9525,11072,11743
9967,9564,11476,11530
9638,9821,11700,11159
9494,10238,11715,10698
9561,10730,11532,10223
9834,11203,11182,9820
10265,11579,10716,9568
10778,11784,10218,9523
11273,11761,9797,9700
11647,11489,9559,10061
11820,11015,9558,10535
11739,10463,9776,11030
11411,9974,10142,11456
10907,9652,10579,11721
10357,9533,11021,11753
9894,9605,11410,11544
9603,9844,11679,11146
9517,10222,11754,10661
9627,10702,11586,10197
9902,11218,11189,9838
10308,11651,10661,9627
10801,11861,10149,9586
11307,11765,9775,9727
11701,11401,9592,10052
11856,10897,9596,10527
11712,10392,9767,11050
11327,9970,10085,11489
10824,9675,10519,11730
10330,9531,11008,11727
9928,9567,11451,11507
9659,9804,11736,11139
9550,10232,11775,10700
9624,10782,11556,10252
9899,11322,11141,9861
10352,11701,10638,9598
10896,11826,10150,9538
11393,11688,9763,9713
11712,11345,9541,10092
11787,10880,9526,10580
11631,10382,9721,11066
11299,9934,10092,11457
10854,9618,10567,11691
10371,9492,11057,11733
9931,9581,11474,11564
9623,9878,11733,11199
9522,10326,11776,10701
9657,10844,11571,10184
9994,11333,11142,9777
10450,11688,10590,9563
10930,11818,10058,9568
11351,11680,9677,9761
11650,11311,9508,10102
11764,10815,9551,10541
11654,10316,9769,11023
11326,9908,10121,11465
10843,9649,10568,11757
10326,9559,11058,11805
9896,9644,11513,11575
9641,9907,11807,11134
9587,10337,11824,10613
9718,10873,11535,10137
10007,11385,11037,9780
10416,11723,10491,9576
10893,11793,10026,9547
11348,11607,9704,9708
11673,11245,9544,10057
11780,10805,9554,10549
11637,10363,9742,11088
11288,9971,10110,11541
10823,9678,10619,11790
10341,9543,11171,11777
9926,9623,11616,11524
9644,9934,11825,11100
9550,10416,11753,10594
9671,10947,11446,10102
9988,11392,11000,9713
10438,11665,10503,9503
10926,11734,10038,9507
11355,11604,9682,9725
11647,11297,9500,10118
11751,10860,9535,10613
11643,10370,9791,11122
11325,9927,10220,11550
10842,9634,10732,11799
10302,9552,11223,11793
9840,9690,11596,11514
9572,10005,11781,11033
9537,10433,11731,10489
9705,10907,11447,10011
10022,11348,10988,9682
10431,11668,10462,9533
10884,11783,9990,9564
11325,11651,9669,9765
11673,11298,9545,10126
11822,10818,9620,10620
11692,10328,9868,11169
11292,9927,10255,11626
10743,9669,10735,11838
10212,9579,11227,11745
9816,9675,11616,11403
9597,9961,11793,10937
9555,10403,11706,10463
9680,10920,11392,10046
9968,11393,10942,9727
10401,11705,10462,9545
10920,11785,10035,9541
11418,11629,9722,9752
11759,11285,9566,10175
11834,10829,9605,10726
11629,10336,9858,11258
11216,9897,10284,11629
10709,9599,10793,11765
10209,9511,11262,11669
9800,9651,11593,11382
9548,9987,11729,10966
9496,10449,11659,10489
9659,10944,11401,10034
10012,11387,10991,9689
10493,11699,10495,9524
11011,11811,10013,9580
11463,11673,9663,9845
11755,11294,9529,10265
11816,10763,9632,10756
11619,10223,9923,11230
11198,9803,10326,11594
10658,9573,10770,11762
10135,9542,11196,11689
9743,9690,11545,11389
9543,9993,11742,10941
9546,10423,11716,10453
9733,10934,11439,10027
10071,11435,10963,9729
10523,11785,10422,9589
11035,11857,9960,9626
11507,11624,9669,9849
11803,11180,9569,10248
11822,10663,9647,10758
11559,10190,9885,11259
11108,9822,10260,11620
10601,9590,10730,11757
10143,9522,11215,11656
9795,9646,11605,11365
9591,9974,11790,10957
9561,10471,11711,10504
9725,11038,11391,10068
10087,11521,10921,9721
10595,11789,10412,9540
11133,11790,9958,9585
